,...1,country,continent,urban_and_agri_area_country_cat_1,urban_and_agri_area_country_cat_2,urban_and_agri_area_country_cat_3,urban_and_agri_area_country_cat_4,urban_area_in_country_cat_1,urban_area_in_country_cat_2,urban_area_in_country_cat_3,urban_area_in_country_cat_4,agri_area_in_country_cat_1,agri_area_in_country_cat_2,agri_area_in_country_cat_3,agri_area_in_country_cat_4,total_country_area,,y,x,
125,1,Lebanon,Asia,NA,NA,NA,3092.580811,NA,NA,NA,9440.316406,NA,NA,NA,3399.808594,10182.29492,,0.9096338,0.303721394,0.927130522
126,1,Lesotho,Africa,NA,NA,NA,10726.82129,NA,NA,NA,23114.12305,NA,NA,NA,13293.86914,30441.33398,,0.806899871,0.352376847,0.759300597
127,1,Liberia,Africa,NA,NA,NA,5358.539551,NA,NA,NA,35471.25,NA,NA,NA,44468.31641,95991.78125,,0.120502416,0.055822899,0.369523823
128,1,Libya,Africa,NA,NA,NA,19465.28906,NA,NA,NA,67613.29688,NA,NA,NA,32375.5957,1614214.125,,0.601233387,0.012058678,0.041886201
129,1,Liechtenstein,Europe,NA,NA,NA,135.278244,NA,NA,NA,173.4792023,NA,NA,NA,136.977829,175.4374542,,0.987592262,0.771091011,0.988837891
130,1,Lithuania,Europe,NA,NA,NA,22219.14648,NA,NA,NA,63210.62109,NA,NA,NA,22918.61328,64569.76953,,0.969480405,0.344110667,0.9789507
131,1,Luxembourg,Europe,NA,NA,NA,1356.005127,NA,NA,NA,2560.445557,NA,NA,NA,1360.71521,2565.579346,,0.996538524,0.528537591,0.997998975
133,1,Macedonia,Europe,NA,NA,NA,10719.37012,NA,NA,NA,21435.22852,NA,NA,NA,13306.11523,25350,,0.805597271,0.422854837,0.845571145
134,1,Madagascar,Africa,NA,NA,NA,76650.00781,NA,NA,NA,148956.5938,NA,NA,NA,265800.6563,592317.625,,0.288374035,0.129406934,0.251480941
135,1,Malawi,Africa,NA,NA,NA,15249.4707,NA,NA,NA,73659.08594,NA,NA,NA,27764.91602,118423.4688,,0.549235254,0.128770681,0.621997368
136,1,Malaysia,Asia,NA,NA,NA,47427.24609,NA,NA,NA,127066.4141,NA,NA,NA,164683.1875,328482.3438,,0.287990819,0.144382939,0.386828749
137,1,Maldives,Asia,NA,NA,NA,0,NA,NA,NA,0.133063957,NA,NA,NA,0.15097484,33.62194824,,0,0,0.003957652
138,1,Mali,Africa,NA,NA,NA,71926.08594,NA,NA,NA,235086.6563,NA,NA,NA,193347.4063,1251148.25,,0.3720044,0.05748806,0.187896723
139,1,Malta,Europe,NA,NA,NA,25.99242401,NA,NA,NA,231.087677,NA,NA,NA,30.80840111,293.3856812,,0.843679746,0.088594726,0.787658334
140,1,"Man, Isle of",Europe,NA,NA,NA,117.4068832,NA,NA,NA,536.1055908,NA,NA,NA,120.2835083,614.0003052,,0.976084626,0.191216327,0.873135707
142,1,Martinique,North America,NA,NA,NA,703.3848267,NA,NA,NA,991.1213989,NA,NA,NA,718.1914673,1147.231323,,0.979383436,0.613115082,0.863924632
143,1,Mauritania,Africa,NA,NA,NA,14364.16504,NA,NA,NA,35564.66797,NA,NA,NA,70218.42969,1037214.5,,0.204564031,0.013848789,0.034288634
144,1,Mauritius,Africa,NA,NA,NA,605.7851563,NA,NA,NA,1879.026245,NA,NA,NA,629.6338501,2142.428467,,0.962122917,0.282756305,0.877054368
145,1,Mayotte,Africa,NA,NA,NA,240.5036774,NA,NA,NA,310.5368652,NA,NA,NA,248.5685577,435.0809937,,0.967554705,0.552779094,0.713744957
146,1,Mexico,North America,NA,NA,NA,311170.9688,NA,NA,NA,645719.5,NA,NA,NA,712817.625,1953585.75,,0.436536581,0.159281961,0.330530411
148,1,Moldova,Europe,NA,NA,NA,2858.149414,NA,NA,NA,33184.73047,NA,NA,NA,3050.741699,33505.94922,,0.93687034,0.085302744,0.990413083
149,1,Monaco,Europe,NA,NA,NA,2.204575062,NA,NA,NA,9.226138115,NA,NA,NA,2.204572201,9.226259232,,1.000001298,0.23894571,0.999986873
150,1,Mongolia,Asia,NA,NA,NA,29801.53516,NA,NA,NA,65175.77344,NA,NA,NA,480794.25,1554627.5,,0.061983967,0.019169566,0.041923723
151,1,Montenegro,Europe,NA,NA,NA,7709.711914,NA,NA,NA,10343.7168,NA,NA,NA,10322.15332,13732.83691,,0.746909262,0.561407083,0.753210489
152,1,Montserrat,North America,NA,NA,NA,0.61077559,NA,NA,NA,0.972872078,NA,NA,NA,76.37379456,112.4758911,,0.007997188,0.00543028,0.008649605
153,1,Morocco,Africa,NA,NA,NA,104244.6172,NA,NA,NA,226937.2188,NA,NA,NA,134573.6719,402112.5938,,0.774628616,0.259242359,0.564362376
154,1,Mozambique,Africa,NA,NA,NA,177883.7031,NA,NA,NA,288628.125,NA,NA,NA,431941.4375,785582.125,,0.411823659,0.226435528,0.367406686
155,1,Myanmar (Burma),Asia,NA,NA,NA,86394.64844,NA,NA,NA,284901.5625,NA,NA,NA,276233.0625,666176.5,,0.312759985,0.129687325,0.427666786
156,1,Namibia,Africa,NA,NA,NA,15967.20801,NA,NA,NA,56916.37891,NA,NA,NA,161460.2344,822436.375,,0.098892511,0.019414521,0.069204598
157,1,Nauru,Oceania,NA,NA,NA,0.474868178,NA,NA,NA,16.37908173,NA,NA,NA,1.329630136,27.16329384,,0.357143062,0.017481981,0.602985847
158,1,Nepal,Asia,NA,NA,NA,35190.75781,NA,NA,NA,77886.46094,NA,NA,NA,65828.6875,146831.7969,,0.534580882,0.239667147,0.530446828
159,1,Netherlands,Europe,NA,NA,NA,9896.77832,NA,NA,NA,33294.24609,NA,NA,NA,10294.21289,35344.08984,,0.961392428,0.280012256,0.94200321
160,1,Netherlands Antilles,North America,NA,NA,NA,435.0955811,NA,NA,NA,595.3178711,NA,NA,NA,460.3710632,788.2997437,,0.945097587,0.551941802,0.755192268
161,1,New Caledonia,Oceania,NA,NA,NA,1194.684082,NA,NA,NA,2052.218018,NA,NA,NA,11831.87109,18820.12695,,0.100971695,0.063479066,0.109043793
162,1,New Zealand,Oceania,NA,NA,NA,20003.79492,NA,NA,NA,55182.23438,NA,NA,NA,57772.5,267539.25,,0.346251156,0.074769571,0.206258463
163,1,Nicaragua,North America,NA,NA,NA,26973.10352,NA,NA,NA,52385.73047,NA,NA,NA,70139.28125,128041.5,,0.384564869,0.210659072,0.409130871
164,1,Niger,Africa,NA,NA,NA,61943.8125,NA,NA,NA,142655.0938,NA,NA,NA,160253.0313,1180926.375,,0.38653754,0.052453577,0.120799312
165,1,Nigeria,Africa,NA,NA,NA,240227.6563,NA,NA,NA,776099.125,NA,NA,NA,304813.75,908259.4375,,0.788112926,0.264492332,0.854490571
167,1,Norfolk Island,Oceania,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,6.800925255,48.87251282,,0,0,0
168,1,North Korea,Asia,NA,NA,NA,58797.46094,NA,NA,NA,112063.2031,NA,NA,NA,62483.17188,121701.9922,,0.941012743,0.483126528,0.920800071
169,1,Northern Mariana Islands,Oceania,NA,NA,NA,21.03635979,NA,NA,NA,135.208252,NA,NA,NA,27.99502945,236.8893433,,0.751431958,0.088802474,0.570765447
170,1,Norway,Europe,NA,NA,NA,34373.44531,NA,NA,NA,61215.66016,NA,NA,NA,93917.02344,318285.25,,0.365998027,0.107995722,0.192329554
171,1,Oman,Asia,NA,NA,NA,6667.146973,NA,NA,NA,49889.3125,NA,NA,NA,9062.691406,308266.5,,0.735669645,0.021627867,0.161838255
172,1,Pacific Islands (Palau),Oceania,NA,NA,NA,182.0159454,NA,NA,NA,230.0514069,NA,NA,NA,236.289505,352.2191772,,0.770309055,0.516768981,0.653148442
173,1,Pakistan,Asia,NA,NA,NA,119599.1875,NA,NA,NA,472747.2188,NA,NA,NA,190434.3438,874335.375,,0.62803371,0.136788686,0.540693231
174,1,Panama,South America,NA,NA,NA,8846.932617,NA,NA,NA,24908.87891,NA,NA,NA,33199.99609,74054.83594,,0.266473905,0.119464617,0.336357222
175,1,Papua New Guinea,Oceania,NA,NA,NA,14110.72852,NA,NA,NA,26362.16602,NA,NA,NA,271493.6563,461795.875,,0.051974432,0.030556203,0.057086188
177,1,Paraguay,South America,NA,NA,NA,49726.06641,NA,NA,NA,83867.875,NA,NA,NA,279750.4375,398180.5938,,0.177751523,0.124883199,0.210627731
178,1,Peru,South America,NA,NA,NA,121242.1172,NA,NA,NA,227719.3125,NA,NA,NA,308627.6875,1290455.75,,0.392842645,0.093952944,0.176464255
179,1,Philippines,Asia,NA,NA,NA,42414.49609,NA,NA,NA,205093.4375,NA,NA,NA,92105.35156,292278.2188,,0.460499801,0.145116856,0.701706197
181,1,Poland,Europe,NA,NA,NA,93955.08594,NA,NA,NA,304876.6875,NA,NA,NA,96256.8125,309724.375,,0.97608765,0.303350635,0.984348382
182,1,Portugal,Europe,NA,NA,NA,32257.55078,NA,NA,NA,71051.20313,NA,NA,NA,40223.91797,91534.99219,,0.801949497,0.352406768,0.776219033
183,1,Puerto Rico,South America,NA,NA,NA,5851.379395,NA,NA,NA,8545.108398,NA,NA,NA,5926.320801,9138.40625,,0.98735448,0.640306333,0.935076442
184,1,Qatar,Asia,NA,NA,NA,1487.919922,NA,NA,NA,5721.933594,NA,NA,NA,1629.588501,11075.81348,,0.913064814,0.134339561,0.5166152
185,1,Reunion,Europe,NA,NA,NA,1254.328979,NA,NA,NA,2161.950684,NA,NA,NA,1436.490845,2638.608154,,0.873189678,0.475375238,0.819352688
186,1,Romania,Europe,NA,NA,NA,77421.07031,NA,NA,NA,219010.4844,NA,NA,NA,88016.60938,236152.1563,,0.879618868,0.327844012,0.927412596
187,1,Russia,Asia,NA,NA,NA,920474.6875,NA,NA,NA,2578037.5,NA,NA,NA,2685993,16816626,,0.342694373,0.054735991,0.153302898
188,1,Rwanda,Africa,NA,NA,NA,3728.694092,NA,NA,NA,20825.09961,NA,NA,NA,5747.387207,25136.37109,,0.648763335,0.1483386,0.82848473
189,1,San Marino,Europe,NA,NA,NA,3.645525694,NA,NA,NA,59.57593155,NA,NA,NA,3.645525217,59.57593155,,1.000000131,0.06119125,1
190,1,Sao Tome and Principe,Africa,NA,NA,NA,374.2494812,NA,NA,NA,500.4312134,NA,NA,NA,627.6237183,1142.074097,,0.59629595,0.32769282,0.438177536
191,1,Saudi Arabia,Asia,NA,NA,NA,30705.62695,NA,NA,NA,243396.0156,NA,NA,NA,49465.21484,1951283,,0.620751917,0.015736122,0.124736399
192,1,Senegal,Africa,NA,NA,NA,35059.23047,NA,NA,NA,86534.67188,NA,NA,NA,106362.8438,195893,,0.329619153,0.178971329,0.441744584
193,1,Serbia,Europe,NA,NA,NA,30642.00586,NA,NA,NA,82591.78906,NA,NA,NA,34449.05859,87709.11719,,0.889487467,0.349359415,0.941655688
194,1,Seychelles,Africa,NA,NA,NA,26.72644234,NA,NA,NA,125.4629211,NA,NA,NA,53.87298584,377.631073,,0.496101004,0.070773949,0.332236752
195,1,Sierra Leone,Africa,NA,NA,NA,14991.96973,NA,NA,NA,58620.26563,NA,NA,NA,23397.16016,72469.42188,,0.64076023,0.206873042,0.808896554
196,1,Singapore,Asia,NA,NA,NA,136.0803986,NA,NA,NA,462.2695007,NA,NA,NA,153.9955444,551.1542358,,0.883664519,0.246900758,0.838729834
197,1,Slovakia,Europe,NA,NA,NA,22225.36523,NA,NA,NA,48193.34766,NA,NA,NA,22453.3457,48649.42969,,0.989846481,0.456847395,0.990625131
198,1,Slovenia,Europe,NA,NA,NA,13305.87891,NA,NA,NA,19673.87305,NA,NA,NA,13751.92871,20314.23242,,0.967564564,0.65500279,0.968477304
199,1,Solomon Islands,Oceania,NA,NA,NA,751.0564575,NA,NA,NA,978.3518066,NA,NA,NA,7032.466797,26977.73633,,0.106798436,0.027839862,0.036265156
200,1,Somalia,Africa,NA,NA,NA,43330.03125,NA,NA,NA,128565.6875,NA,NA,NA,148674.2656,636178.9375,,0.291442713,0.068109817,0.20209045
201,1,South Africa,Africa,NA,NA,NA,262621.625,NA,NA,NA,498792.875,NA,NA,NA,433815.125,1218479.125,,0.60537683,0.215532314,0.409356931
203,1,South Korea,Asia,NA,NA,NA,50042.49609,NA,NA,NA,93012.03125,NA,NA,NA,51162.48828,96892.05469,,0.978109114,0.516476777,0.959955195
204,1,Spain,Europe,NA,NA,NA,159237.7969,NA,NA,NA,413684.2188,NA,NA,NA,210842.9688,504039.9688,,0.755243572,0.315922956,0.820736934
206,1,Sri Lanka,Asia,NA,NA,NA,23513.30664,NA,NA,NA,54959.09375,NA,NA,NA,30841.3418,66026.90625,,0.762395709,0.356117043,0.832374207
208,1,St. Kitts and Nevis,North America,NA,NA,NA,90.80741882,NA,NA,NA,134.8478851,NA,NA,NA,98.4913559,195.4224854,,0.92198364,0.464672316,0.690032597
209,1,St. Lucia,North America,NA,NA,NA,500.5031128,NA,NA,NA,562.0861206,NA,NA,NA,522.6331177,634.9016724,,0.957656711,0.788315946,0.885312081
211,1,St. Vincent and the Grenadines,North America,NA,NA,NA,201.2301483,NA,NA,NA,267.135498,NA,NA,NA,235.3986664,342.0577698,,0.854848294,0.588292874,0.780966029
212,1,Sudan,Africa,NA,NA,NA,116574.9375,NA,NA,NA,264212.1563,NA,NA,NA,613749.375,2485378.5,,0.189938992,0.046904299,0.106306607
213,1,Suriname,South America,NA,NA,NA,2410.135498,NA,NA,NA,3136.924072,NA,NA,NA,11871.23633,144978.0781,,0.203023125,0.016624137,0.02163723
215,1,Swaziland,Africa,NA,NA,NA,9340.894531,NA,NA,NA,16560.59375,NA,NA,NA,9703.073242,17076.12695,,0.962673815,0.547014821,0.969809711
216,1,Sweden,Europe,NA,NA,NA,98938.29688,NA,NA,NA,182220,NA,NA,NA,138069.5781,442510.3125,,0.716582887,0.223584161,0.411787013
217,1,Switzerland,Europe,NA,NA,NA,19145.21094,NA,NA,NA,33455.67969,NA,NA,NA,21255.62891,41268.10938,,0.900712513,0.463922657,0.810690875
218,1,Syria,Asia,NA,NA,NA,36754.5,NA,NA,NA,117809.8516,NA,NA,NA,43411.22266,187353.5,,0.846658945,0.19617728,0.628810519
219,1,Taiwan,Asia,NA,NA,NA,10186.61133,NA,NA,NA,24579.41211,NA,NA,NA,17063.45703,36115.92578,,0.596984029,0.282053169,0.680569903
220,1,Tajikistan,Asia,NA,NA,NA,13318.68066,NA,NA,NA,40661.19922,NA,NA,NA,35012.19922,141873.25,,0.380401145,0.093877321,0.286602296
221,1,"Tanzania, United Republic of",Africa,NA,NA,NA,137340.3906,NA,NA,NA,346928.7188,NA,NA,NA,423922.4375,941258.4375,,0.323975281,0.145911458,0.368579664
222,1,Thailand,Asia,NA,NA,NA,80430.46094,NA,NA,NA,430024.6875,NA,NA,NA,128658.2656,511880.4375,,0.625148027,0.157127437,0.840088146
223,1,Togo,Africa,NA,NA,NA,22194.05078,NA,NA,NA,50365.66406,NA,NA,NA,25942.23633,57104.90625,,0.855518025,0.38865401,0.881984883
225,1,Tonga,Oceania,NA,NA,NA,32.89345932,NA,NA,NA,209.2973175,NA,NA,NA,99.45428467,455.9284973,,0.330739489,0.072146092,0.459057327
226,1,Trinidad and Tobago,North America,NA,NA,NA,2962.331299,NA,NA,NA,4393.304199,NA,NA,NA,3195.109863,5008.630371,,0.927145365,0.591445381,0.877146819
227,1,Tunisia,Africa,NA,NA,NA,29271.14063,NA,NA,NA,91422.67969,NA,NA,NA,30614.49609,154874.8125,,0.956120282,0.188998716,0.590300503
228,1,Turkey,Asia,NA,NA,NA,223173.1094,NA,NA,NA,626668.375,NA,NA,NA,305549.7188,776838.0625,,0.730398674,0.287283953,0.806691131
229,1,Turkmenistan,Asia,NA,NA,NA,18838.95898,NA,NA,NA,56761.57813,NA,NA,NA,82535.3125,469786.9688,,0.228253319,0.040101068,0.12082408
230,1,Turks and Caicos Islands,North America,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,223.9259338,285.686554,,0,0,0
231,1,Tuvalu,Oceania,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0.094174705,28.97929764,,0,0,0
232,1,Uganda,Africa,NA,NA,NA,45684.69922,NA,NA,NA,160229.6875,NA,NA,NA,76894.3125,242072.2813,,0.594123255,0.18872338,0.661908446
233,1,Ukraine,Europe,NA,NA,NA,97321.90625,NA,NA,NA,571840.25,NA,NA,NA,104051.6797,594094.6875,,0.935322779,0.16381548,0.962540588
234,1,United Arab Emirates,Asia,NA,NA,NA,3489.733643,NA,NA,NA,37306.41406,NA,NA,NA,3690.960205,70188.92969,,0.945481243,0.049719146,0.531514218
235,1,United Kingdom,Europe,NA,NA,NA,31116.88281,NA,NA,NA,199786.0625,NA,NA,NA,35910.70703,242744.9688,,0.866507106,0.12818755,0.823028644
236,1,United States,North America,NA,NA,NA,1811277.625,NA,NA,NA,3566056.5,NA,NA,NA,3533539,9421777,,0.512595906,0.192243738,0.378490862
237,1,Uruguay,South America,NA,NA,NA,18470.73633,NA,NA,NA,28320.86719,NA,NA,NA,134902.2031,177337.7969,,0.136919457,0.104155666,0.159700119
238,1,Uzbekistan,Asia,NA,NA,NA,48443.85938,NA,NA,NA,163920,NA,NA,NA,89868.09375,444626,,0.539055157,0.108954176,0.368669399
239,1,Vanuatu,Oceania,NA,NA,NA,567.3884888,NA,NA,NA,945.2042847,NA,NA,NA,6032.171387,12255.00195,,0.094060406,0.046298523,0.07712804
240,1,Venezuela,South America,NA,NA,NA,78014.30469,NA,NA,NA,154720.7344,NA,NA,NA,354601.9063,910699.9375,,0.220005317,0.085664116,0.16989211
241,1,Vietnam,Asia,NA,NA,NA,103178.9922,NA,NA,NA,258974.0313,NA,NA,NA,147567.5469,323948.5313,,0.699198397,0.318504275,0.799429558
242,1,Virgin Islands,North America,NA,NA,NA,112.0271454,NA,NA,NA,189.468277,NA,NA,NA,117.5256653,218.0441895,,0.953214305,0.513781842,0.868944398
244,1,Wallis and Futuna,Oceania,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,24.53816223,160.3917694,,0,0,0
245,1,West Bank,Asia,NA,NA,NA,2086.279541,NA,NA,NA,5674.820313,NA,NA,NA,2090.405762,5864.784668,,0.998026115,0.355729947,0.967609321
246,1,Western Sahara,Africa,NA,NA,NA,176.367157,NA,NA,NA,2835.753418,NA,NA,NA,478.3837891,268507.25,,0.368672938,0.000656843,0.01056118
247,1,Western Samoa,Oceania,NA,NA,NA,290.4212646,NA,NA,NA,1406.002686,NA,NA,NA,869.9119263,2935.926514,,0.333851343,0.0989198,0.478895735
248,1,Yemen,Asia,NA,NA,NA,32999.10938,NA,NA,NA,99486.79688,NA,NA,NA,41817.125,423387.8125,,0.78912908,0.077940622,0.234977942
249,1,Zaire,Africa,NA,NA,NA,224719.5469,NA,NA,NA,365737.5625,NA,NA,NA,1393934,2326467,,0.161212473,0.096592622,0.157207286
250,1,Zambia,Africa,NA,NA,NA,89329.5625,NA,NA,NA,164394.7969,NA,NA,NA,390737.625,751499.8125,,0.228617765,0.118868376,0.218755606
251,1,Zimbabwe,Africa,NA,NA,NA,79942.60156,NA,NA,NA,180725.9688,NA,NA,NA,194962.9063,389445.6563,,0.410040059,0.205272803,0.464059531
,,,,,,,,,,,,,,,,,,0.593341793,0.229428932,0.536142494
